import_file_id,import_id,store_id,filename,label,customer_groups,is_visible,include_in_order,product_ids,category_ids,product_skus,link
,,0,153453416_data,153453416_data,,1,,,,153453416,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/153453416_data.pdf
,,0,model3,model3,,1,,,,087266435,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/model3.pdf
,,0,multitec_1-0_clp_dk_sds-15xx,multitec_1-0_clp_dk_sds-15xx,,1,,,,251041040,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/multitec_1-0_clp_dk_sds-15xx.pdf
,,0,072272032_datablad,072272032_datablad,,1,,,,"072272032, 072276012",https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-05/072272032_datablad.pdf
,,0,vandlsno1,vandlsno1,,1,,,,153415505,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/vandlsno1.pdf
,,0,221512300_datablad_1,221512300_datablad_1,,1,,,,221512310,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-06/221512300_datablad_1.pdf
,,0,154392016_manual,154392016_manual,,1,,,,154392016,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2019-04/154392016_manual.pdf
,,0,195089110_godkendelse,195089110_godkendelse,,1,,,,195089110,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/195089110_godkendelse.pdf
,,0,195089160_-_godkendelse,195089160_-_godkendelse,,1,,,,195089160,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/195089160_-_godkendelse.pdf
,,0,sr-overlobsbrond,sr-overlobsbrond,,1,,,,192926600,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/sr-overlobsbrond.pdf
,,0,koblingsdaser_tigris_wavin,koblingsdaser_tigris_wavin,,1,,,,"087281963, 087281961, 087281791, 087281792, 087281966",https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/koblingsdaser_tigris_wavin.pdf
,,0,4055829_tigris_koblingsdaase,4055829_tigris_koblingsdaase,,1,,,,087281775,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/4055829_tigris_koblingsdaase.pdf
,,0,saml-selv-tojstativ,saml-selv-tojstativ,,1,,,,051830000,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/saml-selv-tojstativ.pdf
,,0,manual_252301000,manual_252301000,,1,,,,252301000,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2020-06/manual_252301000.pdf
